id,text,lang_code
4864,أجل، هذا لك لتحتفظ به.,ar
4865,Hükümetin politikası İran-Irak savaşında tarafsız kalmaktı.,tr
4866,Dobbiamo fare tutto il possibile per incoraggiare questo cambiamento.,it
4867,Günstige Medikamente online kaufen!,de
4868,I'm just talking out loud.,en
4869,Si prega di chiedere direttamente ai subappaltatori della città.,it
4870,На охраняемых территориях охота запрещена.,ru
4871,Vorresti prendere in considerazione l'assicurazione sulle tasse universitarie?,it
4872,Der Tumor war gutartig.,de
4873,卵の値段は?,ja
4874,He could never say no.,en
4875,Saya jadi merasa bosan.,id
4876,أنا سحبتنا جميعًا في هذا.,ar
4877,But I don't blame her.,en
4878,動物は好き?,ja
4879,Wie erreicht mein Unternehmen Compliance?,de
4880,孔我们走吧。,zh_cn
4881,同感ですね。,ja
4882,نعم، أنا بخير.,ar
4883,해물탕으로 2분이시니까 소짜로 드리면 될까요?,ko
4884,曲を入れた?,ja
4885,Và mình mua nhanh lắm.,vi
4886,Mình chưa gọi đồ.,vi
4887,Người đó sẽ ở đây.,vi
4888,You must not say anything.,en
4889,우리가 우승할 수 있으니까 힘냅시다.,ko
4890,Он точен в своей работе.,ru
4891,Bahkan tidak banyak sentuhan. Betul?,ms
4892,Você quer ver isto?,pt
4893,El navegador no reconocerá molestarte.,es
4894,Tiada tanda bahawa itu rancangannya.,ms
4895,Recorta los gastos empresariales.,es
4896,Poco è stato fatto al riguardo negli ultimi anni.,it
4897,Cik Taylor terlalu melebihi kekuasaannya.,ms
4898,Sở thú Tasmania ở đâu?,vi
4899,Stai aspettando una notifica sullo stoccaggio degli invii postali?,it
4900,I knew you'd hate her.,en
4901,Лошадь сбросила своего всадника.,ru
4902,Liderlik konferansına gitmeye ne zaman karar verdin?,tr
4903,Bagaimana saya harus mengatakan ini?,id
4904,คุณทำผมมา!,th
4905,赶快到学校。,zh_cn
4906,그럼 끝까지 최선을 다해 주세요.,ko
4907,Я заинтересован в восприятии славы.,ru
4908,Pertukaran informasi antar lembaga kredit.,id
4909,I'd undo all my mistakes.,en
4910,Faça o que achar melhor.,pt
4911,Grubunun mahkemede yasaya itiraz edebileceğini belirtti.,tr
4912,Ti dispiacerebbe pagare la quota di registrazione dei membri?,it
4913,Comi um quarto do bolo.,pt
4914,Anche loro sanno che stiamo lavorando per loro.,it
4915,"Препятствия существуют, конечно: недостаточное финансирование.",ru
4916,5時でいい?,ja
4917,Cette méthode est aussi économique.,fr
4918,Birinin bunu yıllar önce ortaya çıkaracağını düşünürdünüz.,tr
4919,Bunun meyve vermemesi büyük ölçüde talihsizlik olarak hissedilirdi.,tr
4920,ลงไปหน่อย,th
4921,Os instrumentos já existiam.,pt
4922,"Uh,actually,I could use that coffee.",en
4923,"Saya kena keluar sebentar, Jess.",ms
4924,火曜の夜は?,ja
4925,Der Bildschirm Lokales Netzwerk erscheint.,de
4926,Portugal memiliki tim yang bagus.,id
4927,咎由自取呀！,zh_cn
4928,久别情更深。,zh_cn
4929,予約係です。,ja
4930,الآن إليك طعام الغداء.,ar
4931,看我说对了。,zh_cn
4932,Dakwaan wartawan itu perlu disangkal.,ms
4933,休みたい!,ja
4934,Nhất là khách nước ngoài.,vi
4935,Tôi sẽ chơi bóng bàn.,vi
4936,شيئ ما خاطئ بالمجيب الآلي؟,ar
4937,Bạn có thích chạy không?,vi
4938,Bạn có ngủ ngon không?,vi
4939,ฉันไม่มีรถ,th
4940,Ada 3 peri dalam sini.,id
4941,Неправильное употребление местоимения.,ru
4942,Eu espero passar na prova.,pt
4943,Мой багаж еще не появился.,ru
4944,Vermeiden Sie niedrige Qualität Lippenstiften.,de
4945,İlk maaş çekinde bana geri ödeyebilirsin.,tr
4946,"Quando uso l'inglese o l'italiano,mi dite di non capire nulla.",it
4947,و عليك المغادرة.,ar
4948,"Ya, aku sepatutnya tidak terlibat.",ms
4949,Bạn sẽ làm được thôi.,vi
4950,Вот медведь.,ru
4951,그래도 난 피자 시켜 먹어야지.,ko
4952,So das System nicht ersticken.,de
4953,Это для приготовленной пищи.,ru
4954,빨리 가야 하는데 너무 늦네요.,ko
4955,คุณจะมาสาย,th
4956,Ruderboot mit Motor ist inklusive.,de
4957,Tình yêu thời thổ tả.,vi
4958,Đừng để họ lo lắng.,vi
4959,A chamada durou seis horas.,pt
4960,过了一站了。,zh_cn
4961,이쪽으로 내가 먼저 먹어볼게.,ko
4962,Pourquoi louer chez Sixt ?,fr
4963,Non riceverò il voto ufficiale?,it
4964,去刷牙洗脸。,zh_cn
4965,تستمتع بكونك ممتنعاً، أليس كذلك؟,ar
4966,Но это правда.,ru
4967,Continua controllando questa sezione.,it
4968,C'est le programme qu'on évalue.,fr
4969,Ingrese la contraseña deseada.,es
4970,"Se non vuole imparare, non possiamo obbligarlo.",it
4971,ขอให้โชคดี,th
4972,Itu bukanlah asas perhubungan kita.,ms
4973,Sürekli bu düşünce aklıma geliyor.,tr
4974,I play often computer game.,en
4975,ถึงแล้ว,th
4976,"No, I don't hate you.",en
4977,努力してる?,ja
4978,郭美娜小姐！,zh_cn
4979,Welches Produkt ist am profitabelsten?,de
4980,Garanti kapsamındadır ancak Opel tamir etmeyi reddediyor.,tr
4981,Tom mag auch Pferderennen.,de
4982,Hàng xóm tên là Comerico.,vi
4983,Tôi vui lòng giúp bạn.,vi
4984,미숙하셔도 자신감 있게 하셔야 해요.,ko
4985,Parabenizei-o por passar no exame.,pt
4986,But she wouldn't say whom.,en
4987,"Bazen bizde olur, bazen de rakiplerimizden birinde.",tr
4988,"Oh, I really couldn't say.",en
4989,이거 한번 착용해 봐도 되나요?,ko
4990,Memberikan hadiah kemuflisan kepada saya.,ms
4991,Mostrar texto del evento.,es
4992,Gioca una semplice operazione di AU chiunque può facilmente giocare!,it
4993,Spero che possiamo discuterne in modo più dettagliato.,it
4994,Ich spiele gerne Tischtennis.,de
4995,Bạn thích nhạc cổ không?,vi
4996,Devo spedire dei pacchi.,it
4997,到韩国来。,zh_cn
4998,Lebih baik dari memberikan hadiah.,id
4999,열어 봤더니 기대 이상이네요.,ko
5000,看！车来了。,zh_cn
5001,考试不及格。,zh_cn
5002,Menurutku haknya harus dilindungi.,id
5003,Kami mengetahuinya dengan tandatangan elektroniknya.,ms
5004,Kami sedang dalam penyiasatan.,ms
5005,That never bothered you before.,en
5006,Será esse o mal menor.,pt
5007,"Ini, awak makan brokoli ini.",ms
5008,Seria às caudas dos aviões.,pt
5009,考试没通过。,zh_cn
5010,She wore a wedding ring.,en
5011,شبكة الأصدقاء القدامى الطيبين.,ar
5012,سنحصل، على حوالي، مليون مشاهدة.,ar
5013,"Not so fast, some say.",en
5014,سأراك في المستشفى.,ar
5015,Se puede buscar en romaji.,es
5016,Tom admitiu que estava errado.,pt
5017,Ini hanya dimaksudkan sebagai penghargaan.,ms
5018,近来坐坐呀。,zh_cn
5019,اصمت! Cam نائم.,ar
5020,เธอดูดี,th
5021,Wie werden die Daten erhoben?,de
5022,ومن زهرة الصبار هذه؟,ar
5023,Trời sắp tối rồi.,vi
5024,Bunun senin ifadeni uyarlama meselesi olduğunu sanmıyorum.,tr
5025,Las aplicaciones también están disponibles.,es
5026,Victoria polisinin neden bu kadar yaygara kopardığını anlayamıyorlar.,tr
5027,أنت لا تتمتلكها؟,ar
5028,Dobbiamo anche pensare di più in termini di regioni.,it
5029,Die Qualität ist daher ausgezeichnet.,de
5030,Я извиняюсь за неудобство.,ru
5031,Ada tangga kecemasan di hujung.,ms
5032,どのゲレンデ?,ja
5033,Apakah saya memberikan alamat saya?,id
5034,أفضل القراءة.,ar
5035,No fue un viaje.,es
5036,Di mana kue dengan kismis?,id
5037,Die OKS App ist kostenlos.,de
5038,一台摄像机。,zh_cn
5039,"Oh, no, I feel great.",en
5040,Ayrıca değirmendeki koşullar onu çileden çıkarıyor.,tr
5041,이따 뒤풀이 때 보자.,ko
5042,给你包装吗?,zh_cn
5043,几乎是那时。,zh_cn
5044,"Comunicar cambios online, ¿nueva solicitud?",es
5045,Каковы размеры и вместимость стадиона?,ru
5046,1時半です。,ja
5047,ทิ้งมันไป,th
5048,He made her say that.,en
5049,예뻐서 보정 안 해도 되겠는걸?,ko
5050,牵着我的手。,zh_cn
5051,제가 자주 같이 오도록 할게요.,ko
5052,"Sekarang, saya merencanakan ide-ide pameran.",id
5053,Saya meminta hak untuk musyawarah.,id
5054,Cà chua giá bao nhiêu?,vi
5055,Tendré que cambiar de banco.,es
5056,Tom bangga dengan anak-anaknya.,id
5057,هل عبارة مستحيل مألوفة ؟,ar
5058,Salju turun sepanjang malam kemarin.,id
5059,La noticia corrió rápidamente.,es
5060,Tom uzun süredir bir mektup yazmadı.,tr
5061,What's your opinion of Google?,en
5062,Die aktuellen Nachrichten machen Hoffnung.,de
5063,看看很烫啊。,zh_cn
5064,เขาชื่อ Sam,th
5065,Yeraltından karne ihtiyacımızı arıyor.,tr
5066,"No, they fired me today.",en
5067,I like chocolate cake best.,en
5068,Kita tahu perjanjiannya. Mari berterus-terang.,ms
5069,Số fax là 000-0000-0000.,vi
5070,Dia sedang memindahkan Hassan.,ms
5071,Cette opération n'a aucun coût.,fr
5072,Cửa vào số bao nhiêu?,vi
5073,Un programme d'animation est proposé.,fr
5074,古老的国度。,zh_cn
5075,Вы входите в эти 5%?,ru
5076,Jum kita cuba.,ms
5077,Mais le robot était convaincu.,fr
5078,أحضروا لك هدية؟,ar
5079,Un article intéressant de Ploum.,fr
5080,Sobrou água quente?,pt
5081,Invito tutti a unirsi nella ricerca di questa strada.,it
5082,그럼 우리 간단하게 브런치라도 할까?,ko
5083,Your help I don't need.,en
5084,Im Bobigny der Kanal kreuzen.,de
5085,Einige Seiten enthalten weitere Downloads.,de
5086,ชื่อสมาคม,th
5087,Ma tutto questo viene usato per demonizzare Trieste.,it
5088,Bàn phím không hoạt động.,vi
5089,Perkara berkaitan model ini mengecewakan.,ms
5090,味はどう?,ja
5091,Porque calidad de los datos?,es
5092,Le client configurait le jeu.,fr
5093,لكن أنا آسف للغاية.,ar
5094,Seleccione Pago seguro .,es
5095,Le programme est naturel.,fr
5096,มันคือ 851,th
5097,灰发的那个?,zh_cn
5098,ไปสนามบิน,th
5099,Este producto no es inflamable.,es
5100,I'm calling from my car.,en
5101,Chắc không cần đâu.,vi
5102,Đổi lại tôi được gì?,vi
5103,"Соглашения, предусматривающие возмещение против преследования.",ru
5104,กาแฟก็จะดี,th
5105,Bisakah kami keluar dari pesawat?,id
5106,มันสวยมาก ๆ,th
5107,그런 상황에서 밥이 넘어가진 않지.,ko
5108,I knew you'd be pleased.,en
5109,키 열심히 커서 삼촌보다 커져야겠어요.,ko
5110,もう寝るの?,ja
5111,"Это сложнее, чем я думал.",ru
5112,ไม่ฉันลืม,th
5113,始めましょう。,ja
5114,우리 부디 살아서 만나자.,ko
5115,كان كل شيء صحيحًا.,ar
5116,За исключением девушки.,ru
5117,Нужно 2800 вон наличными.,ru
5118,你真苗条啊。,zh_cn
5119,Đội Cleveland giống cái gì?,vi
5120,ใช่ มาก ๆ,th
5121,Xin hãy cho số fax.,vi
5122,Ее знают как международную борьбу.,ru
5123,الآن، سأمنحك فرصة أخرى.,ar
5124,โอ้ ได้สิ,th
5125,Теперь он призывает его.,ru
5126,É tão barato quanto bom.,pt
5127,Acho que é verdade.,pt
5128,La voiture suit la souris.,fr
5129,Quels profils de sortie choisir?,fr
5130,Possiamo usarlo come esempio e come lezione.,it
5131,Baiklah. Awak pastikan semuanya terkawal?,ms
5132,Troia diambil oleh orang Yunani.,id
5133,Kesim hızı sorusuna geçebilir miyim?,tr
5134,ขอฉันกินนะ,th
5135,Bạn thường bơi kiểu nào?,vi
5136,Я хочу быть программистом.,ru
5137,سأصطحبك الآن إلى مكتبنا الرئيسي.,ar
5138,Di sana tidak ada sesiapapun.,ms
5139,Anh đang khát quá.,vi
5140,أنت لن تفقدها.,ar
5141,One day he'll realize that.,en
5142,ด้านบนทีวี,th
5143,Idéal pour tablette ou smartphone.,fr
5144,You mean this old thing.,en
5145,いい上司だよ。,ja
5146,大食いです!,ja
5147,Kevin và bạn đang học.,vi
5148,Не смейся над ним.,ru
5149,إنها صماء، لكن يُمكنني سماعك.,ar
5150,Talk about blaming the victim.,en
5151,鸡胗好不好。,zh_cn
5152,إستخدام الحاسوب سهل للغاية.,ar
5153,Doğrudan genişliğin diğer tarafına götürür.,tr
5154,"Signor Suzuki, vi stavamo aspettando.",it
5155,どなた?,ja
5156,Ia sangat mengecewakan.,ms
5157,Siamo grati di sentire i nostri clienti dirlo.,it
5158,Mát-xa Thái hết nhiêu tiền?,vi
5159,Refuerza el sistema inmunitario.,es
5160,激动得哭了。,zh_cn
5161,Это смертельный приговор.,ru
5162,El sistema enseña esto.,es
5163,La tua postura normale è estremamente importante.,it
5164,Ее тип крови 1.,ru
5165,いつにですか。,ja
5166,Maybe he's in his classroom.,en
5167,Der Artikel ist Ellipsentrainern gewidmet.,de
5168,ホテルの前。,ja
5169,Qué métodos del pago tienen?,es
5170,看来不行了。,zh_cn
5171,Les conditions d'hygiène sont lamentables.,fr
5172,Kızarmış yemekler nerede? Menüyü bulamıyorum.,tr
5173,ฉันแพ้กุ้ง,th
5174,Kami mengunjungi museum minggu lalu.,id
5175,Einschränkungen werden über Geräterichtlinien implementiert.,de
5176,"Por favor, feche a porta.",pt
5177,Kepala saham terus ditekankan.,id
5178,I'm just talking to you.,en
5179,โอ้ นั่นรูป,th
5180,راقصة من أجل المال.,ar
5181,لأجل ربات المنزل.,ar
5182,Awak rasa Roger mungkin bersubahat?,ms
5183,Diga-me de onde você vem.,pt
5184,Il a publié deux ouvrages.,fr
5185,Now she's bringing her friends?,en
5186,法律を敷く。,ja
5187,Bola diambil oleh Scarborough.,id
5188,娘を汚した?,ja
5189,Andorinhas estão voando nos céus.,pt
5190,เธอทำยังไง,th
5191,Desbloquea Internet y mantente seguro.,es
5192,이 상태로 운전하다간 곯아떨어지겠어.,ko
5193,Mọi chuyện cứ để mình.,vi
5194,何型ですか。,ja
5195,Wir sagen DESIGN FOLLOWS CONTENT.,de
5196,Saçları onun fiziksel ve zihinsel durumunu temsil ediyordu.,tr
5197,Posso solo mettere in guardia dal perseguire questo approccio.,it
5198,He'll never win a race.,en
5199,Elle est titulaire deplusieurs certifications.,fr
5200,"Undang-undangnya tidak berasaskan kemarahan, bukan?",ms
5201,洗濯は?,ja
5202,Có hai loại làm xoăn.,vi
5203,Yarın kesin bir iş aramam lazım.,tr
5204,"Em, I love this song!",en
5205,Cậu sang xem thế nào.,vi
5206,Reducido para venta rápida.,es
5207,"That's happening here, right now.",en
5208,Saya menghantar pesanan pemindahan sekarang.,ms
5209,Saya ingin memanfaatkan akhir pekan.,id
5210,Tom ligou o ar condicionado.,pt
5211,En sevdiğim spor futboldur.,tr
5212,You couldn't just say yes?,en
5213,Non siamo in grado di utilizzare la carta punti.,it
5214,"Banyak ditarik, termasuklah bola ragbi.",ms
5215,Bu konuyu defalarca Meclis'te gündeme getirdim.,tr
5216,Un nouveau réseau mène l'enquête.,fr
5217,适合什么呢。,zh_cn
5218,설마 안전장치가 풀려서 떨어지기라도 하겠어?,ko
5219,Berbilion dolar dalam kontrak mereka.,ms
5220,ส่งมันมา,th
5221,พูดตรง ๆ,th
5222,หนังโอเค,th
5223,"Sekarang, apa penjelasan lain?",ms
5224,Usiamo una busta esclusiva per il pacco delle lettere.,it
5225,You're not wearing a tie.,en
5226,El mejor software SPYPHONE venta.,es
5227,Kamu memiliki banyak kebaikan.,id
5228,담 달 첫 주 기대하세요.,ko
5229,Puede agregar YouTube y Vimeo.,es
5230,Saya tinggal di tempat liburan.,id
5231,Terlihat foto kenangan masa kanak-kanaknya.,id
5232,Por qué el desarrollo Offshore?,es
5233,加上我7个。,zh_cn
5234,Guarda questo e dimmi la tua opinione.,it
5235,構図がいいね。,ja
5236,Presiden menghubungi awak. Talian dua.,ms
5237,ขาฉันสั่น,th
5238,أظنّ أنه علينا الذهاب للمنزل.,ar
5239,ลบห้าองศา,th
5240,可是怎么会。,zh_cn
5241,"No, my answer is no.",en
5242,جميعهم خارج المدينة.,ar
5243,넌 역시 내 친구야.,ko
5244,Eskiden evlerin çoğunda banyo yoktu.,tr
5245,Как вы определяете рейтинг игры?,ru
5246,Tom akan menikmati ini.,id
5247,Annulez votre compte de messagerie.,fr
5248,觉得不可以。,zh_cn
5249,Você virá ao meu show?,pt
5250,다음에도 이런 기회가 있었으면 좋겠다.,ko
5251,"Il prossimo cliente in linea, prenderò il tuo ordine.",it
5252,Dây điện như bị đứt.,vi
5253,Se avrai tempo anche un tuo commento mi farebbe piacere.,it
5254,Undang-Undah tidak berlaku untuk.,id
5255,何の話?,ja
5256,D'autres applications sont toutefois envisageables.,fr
5257,看看谁会赢。,zh_cn
5258,Vuoi creare un nuovo account?,it
5259,Birkaç hafta önce Uribe ile oturduk.,tr
5260,암컷이었으면 좋겠고 품종묘로 데려가고 싶어요.,ko
5261,工作很累吧。,zh_cn
5262,El Sistema Colectivo caerá.,es
5263,この人、誰?,ja
5264,"Danny hilang segalanya. Keluarganya, pekerjaannya.",ms
5265,Bahu dan tenggorokan saya sakit.,id
5266,Ci sono 10 varietà di francobolli appena riforniti.,it
5267,Con số không thay đổi.,vi
5268,Kredibiliti pejabat ini akan dimusnahkan.,ms
5269,Idéal pour les applications quotidiennes.,fr
5270,J'ai un restaurant de hamburgers.,fr
5271,Daniels ialah Ketua Komander.,ms
5272,"Nihai sorumluluk BBC'nin, ve dolayısıyla, SENİN, Nick.",tr
5273,Bạn cần phải thay quạt.,vi
5274,Der Preis ist auch ok.,de
5275,Berbagi file menggunakan protokol HTTP.,id
5276,Gibt es eine besondere Kennung?,de
5277,"Suggerisco di decidere ora la data dell'intervento, va bene?",it
5278,اذا قمت بتثبيت البطاريةٌ القديمةٌ.,ar
5279,Mereka sedang mendayung perahu bersama.,id
5280,Der Schiedsrichter pfiff zur Halbzeit.,de
5281,เขาถูกสาป,th
5282,"Ini adalah teman baikku, Tom.",id
5283,Soy Cliente de Avon.,es
5284,Beberapa orang yang lewat berkumpul.,id
5285,Saya melempar bola ke Tom.,id
5286,Böyle insanlardan uzak durmaya çalışıyorum.,tr
5287,Découvrez notre programme pour développeurs.,fr
5288,Elbette taksicilerin çoğu sorun değil.,tr
5289,Tôi phải thở bằng mũi.,vi
5290,Tôi muốn uống cà phê.,vi
5291,Apakah mereka mafia seperti saya?,id
5292,ปิดวิทยุซะ,th
5293,Vi chiediamo di astenervi dall'uso futuro.,it
5294,Tom se apaixonou pela Alemanha.,pt
5295,النزيف الحاد أمر نادر.,ar
5296,진 사람이 끝나고 아이스크림 사주기다.,ko
5297,"Futbol oyunu, yağmur yağsa bile oynanacak.",tr
5298,걍 미안할 짓을 하지 마.,ko
5299,Eğer büyüme konusunda ciddiysek bunu yapmak zorundayız.,tr
5300,よい新年を!,ja
5301,男の口座は?,ja
5302,根本不容易。,zh_cn
5303,Dua minit sehingga semuanya dimatikan.,ms
5304,Développer de nouvelles expertises.,fr
5305,"Bu, soyulmadan önce müzeye giden son gruptu.",tr
5306,現役生?,ja
5307,Tôi rất thích nướng bánh.,vi
5308,Ваш отель действительно далеко отсюда?,ru
5309,Onde ponho minhas malas?,pt
5310,Surveillez la tension au récepteur.,fr
5311,눈 운동 재미있게 잘 배웠습니다.,ko
5312,Di mana pelayan dengan air?,ms
5313,Tôi thích đón taxi hơn.,vi
5314,Siamo tutti consapevoli che ce ne sono molti.,it
5315,Remove yourself to the street.,en
5316,Он не умеет плавать.,ru
5317,على الأقل أستطيع الرسم!,ar
5318,Der Artikel ist ein Dekorationsartikel.,de
5319,Он только что начал конференцию.,ru
5320,Senang bertemu kamu.,id
5321,Son blog a été censuré.,fr
5322,仕事はどう?,ja
5323,Tidak ada sama sekali.,id
5324,그럼 얼음물로 한 잔 드릴게요!,ko
5325,Aller désinstaller un programme .,fr
5326,Равное количество яблок и апельсинов.,ru
5327,Domaines reçu plusieurs distinctions importantes.,fr
5328,Người Texas thích đi săn.,vi
5329,I would not say benefit.,en
5330,ฉันสัญญา!,th
5331,"Taxi đã đến, thưa ngài.",vi
5332,Tom me ensinou a nadar.,pt
5333,Et le numérique ?,fr
5334,이거 예쁜데 엠사이즈 있을까요?,ko
5335,La production de Nasods s'arrêta.,fr
5336,それ、皮肉?,ja
5337,Welche Lebensmittel enthalten Phosphor?,de
5338,Nơi này toàn người lạ.,vi
5339,風邪が治る。,ja
5340,Tom mengirim fotonya kepada Mary.,id
5341,Bitte ankreuzen http://41460.p-world.jp.,de
5342,Nhưng cửa sẽ không mở.,vi
5343,"Tiada percakapan, tiada aktiviti langsung.",ms
5344,"Finalmente, consegui encontrá-lo.",pt
5345,ほかの人は?,ja
5346,Quero viajar para algum lugar.,pt
5347,Tôi thích loại nhỏ thôi.,vi
5348,Но это просто одиночный нейрон.,ru
5349,Vì tôi bị tắc đường.,vi
5350,تبقى التكيسات حية لسنوات.,ar
5351,Das übliche Programm stand an.,de
5352,혹시 큐레이터 선생님은 안 계신가?,ko
5353,나는 다른 반 친구한테 빌려야겠다.,ko
5354,"If known,would jeopardize their careers.",en
5355,I can hardly say what.,en
5356,배고파서 그런지 빨리 마셨네?,ko
5357,Негуманное обращение с политическими заключенными.,ru
5358,Accettiamo un documento per la richiesta della password.,it
5359,결과가 잘 나올지는 모르겠다.,ko
5360,ماذا؟ ما هو ذلك؟,ar
5361,เปิดไซเรน,th
5362,¿Qué es una empresa Umbrella?,es
5363,"Nein, das tun sie nicht.",de
5364,ลงจากรถ,th
5365,Ein Konto erstellen Passwort vergessen?,de
5366,"È vero che non ho menzionato il termine ""preferenza comunitaria"".",it
5367,They've written books about me.,en
5368,Pergunto-me quando Anne virá.,pt
5369,靠近一点儿。,zh_cn
5370,내가 뭔 말을 했는지 모르겠어.,ko
5371,Dấu vết các-bon là gì?,vi
5372,Quantos países existem na Ásia?,pt
5373,ยากหน่อย,th
5374,Bila permohonan kolej kita tamat.,ms
5375,Tôi cao 165 xen-ti-mét.,vi
5376,Judo lâu đời hơn Taekyondo.,vi
5377,Votre programme est prêt.,fr
5378,Nunca deixei de amá-lo.,pt
5379,ฉันชอบ BoA,th
5380,Canada.Développement des ressources humaines Canada.,fr
5381,Mereka memprogres pertemuan dengan laporan.,id
5382,สามและใช่,th
5383,O Tom vai ser pai.,pt
5384,Как там погода?,ru
5385,何して遊ぶ?,ja
5386,หมอกจะลง,th
5387,Kaki saya terseliuh.,ms
5388,Die Krankheit wird rasch schlimmer.,de
5389,Le marchand d'esclaves part précipitamment.,fr
5390,Alles wird gut werden.,de
5391,我偏头痛。,zh_cn
5392,Politikacılarımızın radikal Irak zihniyetini gerçekten anlamadığından korkuyorum.,tr
5393,É seguro atravessar esta ponte?,pt
5394,Como vocês me encontraram?,pt
5395,Pode-se ler nas entrelinhas.,pt
5396,さすが良一!,ja
5397,Le système les y prédispose.,fr
5398,ยอมแพ้เถอะ,th
5399,1년에 1번이라 꼭 와야 해.,ko
5400,Il recherche dans Google.,fr
5401,화장했는데 그럼 착용 불가능한가요?,ko
5402,Wie wird dieses Produkt gepackt?,de
5403,Nada disse sobre mediocridade.,pt
5404,"Memang macam itulah bunyinya, Dixon.",ms
5405,Possiamo accettare questa definizione o qualsiasi altra.,it
5406,ฉันชอบไก่,th
5407,내가 졌으니까 너 먼저 하려무나.,ko
5408,Много жизней было потеряно.,ru
5409,Dieser Artikel ist zu sagen!,de
5410,Перенесемся в 2002 год.,ru
5411,Tom hat den Daumendrückwettbewerb gewonnen.,de
5412,"Itu hebat! Tuhan, selepas bertahun-tahun.",ms
5413,立川です。,ja
5414,지금까지의 학교생활을 잘 정리해 보렴.,ko
5415,I don't like drinking alone.,en
5416,Muitos rios desembocam no mar.,pt
5417,Saya harap Tom bisa membantumu.,id
5418,It's back on your shoulder.,en
5419,Ce dossier est donc clos.,fr
5420,DNS подтверждения имеет неверную TXT-запись.,ru
5421,去照相馆啊。,zh_cn
5422,早上跑跑步。,zh_cn
5423,看不到了啦。,zh_cn
5424,"La energía es irrompible, continúa.",es
5425,Den Hooligans wurde Stadionverbot erteilt.,de
5426,恭喜你升迁！,zh_cn
5427,Ada ancaman bagi kesehatan keluarga.,id
5428,公寓在八楼。,zh_cn
5429,Evde neler olduğunu bilmek istiyorum.,tr
5430,Vienen mediante una técnica diferente.,es
5431,Per favore ci dica il suo nome e indirizzo.,it
5432,Eu sabia que Tom voltaria.,pt
5433,El producto tiene cuatro opciones.,es
5434,"Hãy yên nghỉ, Tess.",vi
5435,ของคุณหรือ,th
5436,Это сложный проект.,ru
5437,Hier ein vorhergehender Artikel MasculineProfiles.,de
5438,假期回来啦?,zh_cn
5439,Kita sepatutnya senyap ketika raptai.,ms
5440,Wie schützen wir Ihre Informationen?,de
5441,Liefert Ihr Unternehmen die Ersatzteile?,de
5442,Solo chi ha partecipato all'evento può ricevere un regalo.,it
5443,Экономика продолжает расти.,ru
5444,Penso che sia ancora imperfetto nell'applicare.,it
5445,Arkadaş haklı bir noktaya değiniyor ve söylediklerini onaylıyorum.,tr
5446,看来是这样。,zh_cn
5447,Tengo un poco de champaña.,es
5448,И я начал свой ритуал.,ru
5449,Я всю жизнь этого ждал.,ru
5450,"Obama'nın mesajı, küçük şeyleri dert etmemesi.",tr
5451,Световые органы под глазами мигают.,ru
5452,¿Eres nadador?,es
5453,Vi Yumi no meu sonho.,pt
5454,Tôi mong chờ tối mai.,vi
5455,Đi taxi đắt thế nào?,vi
5456,Pasti ada sejenis amaran.,ms
5457,Saya mengingatnya seakan itu kemarin.,id
5458,Tôi muốn vé một chiều.,vi
5459,Mengapa Henderson mahu membabitkan Audrey?,ms
5460,Vocês cortaram uma cerejeira.,pt
5461,내가 이겼으니까 아이스크림 사 줘.,ko
5462,"Milo, apa lokasi penggera itu?",ms
5463,Quindi questo è per gli oggetti smarriti di oggi.,it
5464,Cơn bão đang yếu dần.,vi
5465,勘弁してよ。,ja
5466,Awak layak untuk mengetuai kami.,ms
5467,We're all they've got now.,en
5468,Saya tidak bisa menyampaikan laporan.,id
5469,Tujuan dari standar laboratorium.,id
5470,Klicke auf das Werkzeug Zeichenstift.,de
5471,Ini adalah adat kuno Kanada.,id
5472,양궁 선수 멋있는 거 같아!,ko
5473,별의 별 알바가 다 있어.,ko
5474,План правительства нанесёт вред бедным.,ru
5475,Apa rencana kerjamu hari ini?,id
5476,سنغلق هذا الشئ بأكمله.,ar
5477,Trẻ em dễ khỏi bệnh.,vi
5478,La economía mundial está decreciendo.,es
5479,No se necesita software adicional.,es
5480,Selbst Ärzte sind gelegentlich Patienten.,de
5481,Perdagangan valuta asing dan emas.,id
5482,Em cũng rất nhớ anh.,vi
5483,"Hayır, o - aradığı eşi asla bulamadı.",tr
5484,10분이면 충분하니까 오른쪽으로 가자.,ko
5485,Which floor is your classroom?,en
5486,可是奶奶我。,zh_cn
5487,"Ben ona hiç benzemiyorum, o yüzden sevmiyorsun.",tr
5488,Consentitemi di dire qualche parola su altri due punti.,it
5489,Pekâlâ. Birine sormayı deneyebilir misiniz?,tr
5490,Saya menanam sebuah pohon jeruk.,id
5491,Fırtına nedeniyle sadece birkaç misafirin kaldığını söyledi.,tr
5492,Этот вычет сверх предела рупий.,ru
5493,มันหนาวมาก,th
5494,Nous avons boutique en ligne!,fr
5495,Apakah Anda mengembangkan model lain?,id
5496,Enumerar aplicaciones comunes de EDM.,es
5497,Her türden tuhaf ve harika örnekler üretebiliriz.,tr
5498,"Oh, didn't I say that?",en
5499,제가 지금 따라가면 되나요?,ko
5500,"Cependant, il doit être crypté.",fr
5501,Amerikan halkının oy verdiği imaj bir yalandı.,tr
5502,나라도 셀카봉 챙겨 와서 다행이네!,ko
