text,label_true,label_pred
"Mereka mula diintai oleh pelbagai pihak antaranya syarikat-syarikat yang mencari duta, duta mini dan jurucakap.",ms,ms
Lebih dalam kategori ini: « Enam pelajar wakil ke ACGS di Korea Sekolah Arab Sungai Akar terima 284 pelajar » Untuk maklumat lanjut Ramalan Cuaca bagi Negara Brunei Darussalam sila layari Log in with Facebook Forgot your password?,ms,ms
Turut menyambut ketibaan Zahid ialah Awang Adek Hussin (empat dari kiri).,ms,ms
"Pada musim ini, juara Piala AFC 2015 itu mendapat penajaan daripada satu lagi pengeluaran peralatan sukan terkenal dunia yang berpangkalan di Jerman, Adidas.",ms,ms
"Akibatnya, 10 rakannya yang lain memujuk dan menariknya supaya turun sehingga memakan masa kira-kira 5 minit.",ms,ms
GP Ansor laporkan pemilik akun Facebook Oliver Leaman S ke Polres Tanjung Balai.,id,id
"“Jika projek tanaman nanas ini dapat diperluaskan hingga ke 200 hektar, ia pasti tambah menarik kerana segala masalah kekurangan buah na­nas untuk keperluan kilang dapat diatasi dari semasa ke semasa,” kata­nya.",ms,ms
"“Saat ini pun kami sedang menjalani 14 hari isolasi mandiri di rumah sendiri sesuai aturan dan berjauhan dari keluarga dan kunjungan,” tulis seperti dikutip Kompas.com dalam Instagam story pada Selasa (24/3/2020).",id,id
Karenanya Menperin memberikan apresiasi kepada PT Future Pipe Industries atas realisasi komitmen penanaman modalnya di Indonesia serta keberhasilan memperluas pasar ekspornya hingga ke Negeri Paman Sam.,id,id
PLO dijangka mengemukakan usul resolusi berkenaan secara rasmi ke PBB pada hujung bulan ini.,ms,ms
Apa saja zodiak yang paling banyak dibenci orang lain di sekitarnya ini?,id,id
"Sekretariat ini bertujuan untuk meningkatkan penyelarasan dan implementasi dasar-dasar, projek-projek dan aktiviti badan-badan di bawah ASEAN.",ms,ms
"Di sini pelbagai rawatan kesihatan dan kecantikan termasuk rawatan tradisional Korea disediakan, jadi anda tahu di mana artis-artis Korea mendapat rupa paras mereka yang sempurna.",ms,ms
"Setelah lulus, Arcandra bekerja di Andersen Consulting.",id,id
"Menyikapi hal ini, Bipin menegaskan bahwa pihaknya tak segan untuk melakukan tindakan untuk menanggapi aksi yang dilakukan pasukan China.",id,id
"Para bintang yang berperan, di antaranya Chad Michael Collin, Billy Zane, Richard Sammel, Patrick Lyster, dan Annabel Wright.",id,id
"Saat ini, beras di gudang Bulog Divre Muara Teweh masih dapat bertahan hingga 3-4 bulan ke depan, sedangkan stok beras lokal mampu bertahan sampai lima bulan, sedangkan harga gula pasir, bawang merah, dan bawang putih di pasaran mulai mengalami kenaikan.",id,id
“Dirayu dulu dan untungnya mau.,id,id
Tiada yang perlu dirisaukan kerana saya tahu setiap pergerakannya.,ms,ms
"Bahkan dalam video itu, ada seorang yang sujud karena mendapati anggota DPRDnya yang tidak hafal Pancasila.",id,id
"Tiko sapaan akrabnya menjelaskan, Kementerian BUMN saat ini sebagai salah satu holding yang sangat kompleks.",id,id
"Bukankah mereka itu bersih, tidak bernoda?",ms,ms
"Abdul Rashid Mohamed berkata, perkara ini penting bagi memastikan biasiswa diberikan kepada mereka yang memerlukan.",ms,ms
"""Dia memiliki kemahiran dalam bidang kimpalan yang diaplikasikan dalam kerja, sekali gus memudahkan tugas anggota bomba lain di zon Sandakan,"" katanya.",ms,ms
"Sempat diaju persoalan perniagaan apa yang diusahakan, Shahir masih terus berahsia.",ms,ms
"Catatan Osborne mengenai raksasa digelar 'ular besar' itu dimuatkan dalam buku Malay Kingship in Kedah: Religion, Trade, and Society (Kerajaan Melayu di Kedah: Agama, Perdagangan dan Masyarakat).",ms,ms
Sesetengah individu mempunyai keupayaan yang semula jadi dalam menangani tekanan dan krisis hidup dengan mudah dan berkesan.,ms,ms
"Di samping pedoman, Gugus Tugas bergotong royong dengan multipihak untuk menyiapkan dan menguatkan kapasitas sumber daya kesehatan, baik di rumah sakit, laboratorium dan fasilitas kesehatan lain.",id,id
"Karena infonya, perizinannya dari pusat juga,” ungkapnya.",id,id
"Menurut laporan portal berita Daily Mirror, remaja berusia 21 tahun itu, Sara Brautiga, menghidap penyakit berkaitan jantung yang dikenali sebagai Sindrom Postural Orthostatic Tachycardia (PoTS) sejak empat tahun lalu.",ms,ms
"Sementara itu, Ban Hong memaklumkan, sempena bulan Ramadan sehingga 10 Julai ini, penerbangan Malindo Air dari LTAM ke Pulau Pinang, Kota Bharu, dan Pekanbaru, Indonesia hanya beroperasi empat hari seminggu iaitu setiap hari Isnin, Rabu, Jumaat dan Ahad.",ms,ms
"Kita sendiri sudah terbiasa dengan new normal, dengan menjaga jaraknya, dengan yang lainnya,"" ungkapnya.",id,id
Bantuan Lazismu untuk warga yang terdampak secara ekonomi.,id,id
Melalui prosedur ini puting dan areola boleh disusun semula dengan cara atau arah yang betul.,ms,ms
"Aksi massa masih berlanjut di Senin (24/2/2020) ketika Donald Trump berkunjung selama dua hari di Negeri ""Bollywood"".",id,id
Zulkifli mengucapkan terima kasih kepada pihak yang begitu prihatin dengan keadaan dirinya.,ms,ms
"Menurut syarikat minyak negara itu, lanjutan kontrak pembekalan LNG kepada syarikat China JOVO Group Co.",ms,ms
Pihaknya berikrar untuk menarik semula semua 2.5 juta peranti itu yang telah terjual.,ms,ms
"Anwar berkata, dalam kerja penulisan beliau amat mementingkan ketelitian yang mungkin disebabkan pengalaman bertugas di Dewan Bahasa dan Pustaka (DBP) dalam tempoh masa yang lama.",ms,ms
"Yang Berhormat yang juga selaku tetamu kehormat berkata, Negara Brunei Darussalam amat berbesar hati menjadi tuan rumah bagi mesyuarat berkenaan dalam usaha untuk merealisasikan tujuan usaha sama tersebut.",ms,ms
“Tapi kerusuhan Ambon jelas beda dengan wabah Corona.,id,id
"Dalam perjalanan hidupnya, ia menemui banyak orang dari berbagai etnik dan budaya.",id,ms
"""Ketika orang-orang merasa seperti mereka mengenal ibu saya, saya selalu menjawab, 'Anda tahu!'",id,ms
"“Saya tahu rakyat Sarawak khususnya, sentiasa menghormati bendera Malaysia dan negeri Sarawak setiap kali keramaian dan bukan hanya pada bulan kemerdekaan,” jelasnya.",ms,ms
"“Jika mereka tidak terlibat dalam konspirasi itu, mereka haruslah membuat Akuan Bersumpah dan mengambil tindakan undang-undang terhadap pihak yang membuat dakwaan jika ia satu fitnah,” katanya.",ms,ms
"Katanya, agensi berkaitan sentiasa mengadakan mesyuarat setiap hari bagi memantau situasi di empangan terbabit termasuk dua daripadanya iaitu Empangan Beris dan Muda yang dilaporkan kritikal sebelum ini.",ms,ms
"Pemilihan anugerah ini dijalankan melalui undian secara global dan Permata mendapat undian tertinggi mengatasi pencabar dari United Kingdom, India dan Emiriah Arab Bersatu (UAE).",ms,ms
"“Kita bimbang jika tiada tindakan secara menyeluruh, perkara ini akan menjadi lebih parah pada masa akan datang sehingga boleh merosakkan masyarakat,” jelasnya.",ms,ms
"Dalam hadits riwayat Imam Kita perlu mengambil iktibar daripada kisah Alqamah, seorang pemuda di zaman Rasulullah yang sangat taat dalam beribadah, suka bersedekah dan sering berpuasa.",ms,ms
"""Pada hujung minggu pula, aktiviti di laluan lasak boleh dilakukan dengan ciri Terrain Management System Ford yang intuitif.",ms,ms
"Kami berdua mengalami gejala-gejala ringan, sekarang kami telah mendapatkan perawatan di rumah sakit,"" tulis Abhishek Bachchan, seperti dikutip dari Twitternya, Minggu (12/7/2020).",id,id
"""Beliau ini mudah senyum, kalau di masyarakat juga mudah membaur,"" ucap Syamsir di Kuranji.",id,ms
"Apatah lagi, Vespa mempunyai karakter pengendalian yang unik, iaitu lincah untuk bertukar arah menjadikannya sangat mudah dikendalikan mengikut kehendak penunggang.",ms,ms
"""Saya tidak mau, karena yang yang kemarin masih sisa 50 paket yang sampai sekarang belum diberikan pelaku dan malah kabur dan tidak pernah bertemu lagi,"" katanya.",id,id
Sule juga mengatakan ingin memperkenalkan calon istrinya itu kepada ibu dari anak-anaknya.,id,id
Peduli apa cemuhan orang lain.,ms,ms
Ancaman hukuman untuk tersangka yaitu enam tahun penjara.,id,id
Apa lagi nak dibuat dalam Facebook?,ms,ms
"Tetapi perlu dan malah wajib dengan ""Neraca Allah"".",ms,ms
"“Saya juga tetapkan syarat kepada Fakri agar dia khatam al-Quran jika mahu ikut ke tanah suci dan akhirnya ia berjaya khatam,” katanya.",ms,ms
Pekan ini sungguh bagus dan saya berharap hal-hal baik saat balapan.,id,id
"Memperkenalkan komputer destop AIO iaitu N300 dan C470, komputer riba siri Y,Z dan Flex 2 (14 dan 15 inci), kesemua peranti terbaharu itu didatangkan dengan cip pemproses Intel generasi keempat untuk kegunaan prestasi tinggi.",ms,ms
Sistemnya mereka presentasi produk lalu kami kurasi.,id,id
Infografis GTPP Kabupaten Temanggung diinformasikan total kasus positif Covid-19 berjumlah 191 orang dengan orang yang dalam perawatan medis saat ini 159 orang.,id,id
"Beruntung Sugeng, 47, perangkat desa setempat langsung menghubungi pos Pemadam Kebakaran Purwodadi.",id,id
Total pasien hampir 26 ribu yang sudah dibagi.,id,id
"Gus Menteri menerangkan, setidaknya ada prinsip yang perlu diperhatikan oleh kepala desa dalam menggunakan dana desa.",id,ms
Berikut kronologi dan cerita Audy Hamdani ditipu orderan fiktif.,id,id
Komunikasi intens Ganjar lakukan agar para tenaga medis tersebut terus bersemangat untuk sembuh.,id,id
"Sampai sekarang masih hapal lagu-lagunya,"" sambung Heydi Ibrahim.",id,id
Rantai penyebaran ini akan terhenti ketika kebanyakan orang tidak mendapatkan atau menularkan infeksi.,id,id
"Dari jumlah tersebut, pasien yang dirawat berkurang 2 orang dengan rincian, 566 laki-laki dan 349 perempuan.",id,id
"Kompas Gramedia sangat kehilangan dengan purna baktinya beliau,"" kata Lilik.",id,ms
"Beliau turut melahirkan keraguan misi pimpinan AS di rantau itu mempunyai peluang cerah untuk membawa kestabilan jangka panjang, jika tentera bersekutu tidak menukar strategi dengan segera.",ms,ms
"ID, PRINGSEWU - Sebanyak delapan area publik di Kabupaten Pringsewu terpantau oleh Close Circuite Television (CCTV).",id,id
Rumah kosong yang terletak di Lorong Kubur Maras sering menjadi tumpuan sekumpulan penagih dadah sejak tiga tahun lalu.,ms,ms
"Seragam kombat yang akan dikenakan para pemain malam ini akan memiliki maknsa yang lebih besar dari yang diharapkan.""",id,id
"Wan Junaidi Tuanku Jaafar berkata, kajian saintifik antarabangsa yang dibuat oleh sekumpulan pakar mendapati sebahagian besar kepulauan Asia Pasifik termasuk Malaysia akan tenggelam menjelang 2100.",ms,ms
"Sementara itu Jahara berkata, pihaknya menghargai peranan polis dalam menjaga keamanan.",ms,ms
Mahathir dengan Tengku Razaleigh Ham­zah (Ku Li) tahun 1987 seterusnya membawa kepada peng­­haraman parti UMNO pada 1988 yang sekali gus me­­lucutkan seketika jawatan Perdana Menteri daripada Dr.,ms,ms
"Selesai membaca serba sedikit tentang Gibraltar melalui Internet, semacam ada tarikan untuk saya terus mendaftar menyertai kembara ini.",ms,ms
"Presiden Gerakan, Mah Siew Keong memberitahu, dalam tempoh dua tiga bulan lagi, parti itu akan menyiapkan pelan berkenaan dan menyerahkan kepada Najib.",ms,ms
"Beliau berkata, pihaknya akan mengenal pasti dan mengetengahkan keperluan warga emas, keluarga dan ahli masyarakat serta menangani impak negatif penuaan penduduk.",ms,ms
"Penting juga melatih kader kesehatan di masyarakat untuk topik-topik terkait bagaimana persiapan menghadapi banjir, menjaga kesehatan selama banjir dan penanganan masalah kesehatan setelah banjir.",id,id
"""Prilly, ini yang bikin Mas Dityo, kan?"" tanya Andre.",id,id
"Setelah beliau menemui Rasulullah, lalu terdetik di hatinya untuk memeluk agama lslam.",ms,ms
"""Bagi pengguna lelaki pula, mereka seharusnya lebih hormat dan prihatin terhadap hak wanita kerana ia adalah tanggungjawab semua.",ms,ms
"Atau sebaliknya, semua tergantung pada kenyamanan dan kebiasaan Anda dalam merias wajah.",id,ms
"Sementara itu, Saari dan Hasnul yang mengakui tidak merujuk pucuk pimpinan PAS dalam membuat keputusan menyokong Dr Wan Azizah sedia berhadapan tindakan dibuang parti atau sebarang tindakan disiplin.",ms,ms
Rawatan air dan kumbahan menggunakan kaedah konvensional gagal dalam keadaan yang luar biasa seperti pelepasan bahan enap cemar secara tidak sengaja atau musim banjir.,ms,ms
"PDIP Dukung Rumah Sakit Tanpa Kelas, Pelayanan Tidak Boleh Dibedakan…",id,id
"“Sehubungan itu, dengan kematian tiga penjenayah tersebut, polis yakin dapat menyelesaikan 17 kes pecah rumah yang dilaporkan di sekitar Ipoh, Batu Gajah, Taiping, Sungai Siput dan Kuala Kangsar,” katanya.",ms,ms
Hasil BWF World Tour Finals 2019 - Marcus/Kevin Harus Memupus…,id,id
Tentu saja apabila terjadi penundaan atau pembatalan akan memberikan banyak dampak terhadap mahasiswa dan masalah-masalah administrasi lainnya.,id,id
"Wlodarczyk, 31, yang meraih perak di London 2012 melakukan balingan terbaik 82.29m, 5.54m meninggalkan pencabar rapat dari China, Zhang Wenxiu.",ms,id
“Kita sudah hampir selesai mendedahkan kaedah baharu kepada guru-guru di semua daerah kecuali Rompin.,ms,ms
“Mereka punya ide cemerlang untuk membantu UMKM.,id,ms
"“Ketika ini semua pemain sudah tentu mahu menewaskan saya dan tidak kira apa jua ranking saya ketika ini saya sentiasa merasa akan menjadi sasaran utama,” kata Wozniacki.",ms,ms
"Jika jumlah itu digabungkan dengan sumber daripada pihak hospital, laporan media dan penyelidikan AP, menunjukkan lebih 110,000 rakyat Iraq terbunuh sejak tentera Amerika Syarikat menyerang Iraq pada 2003.",ms,ms
"Berdasarkan Palmistri, sebuah seni ramal telapak tangan, garis di tersebut dikenal dengan nama garis Rascette.",id,id
Rohana Yusof semasa Malam Anugerah Tuanku Bahiyah 2015 di Hotel Marriott Putrajaya.,ms,ms
Pria asal Malaysia itu pun bersyukur karena Quartararo finis keempat sehingga bisa menaikkan posisinya di klasemen sementara.,id,id
“Ia bagi membolehkan rakyat Kedah yang balik bercuti dari tempat kerja masing-masing di negeri lain untuk berkesempatan bersama anggota keluarga.,ms,ms
Kami mohon doa restu.,id,id
Salah satunya adalah kopi asal Enrekang.,id,id
"Wednesday, 20 November 2013 14:41 ada maknanya jika kejayaan yang dinikmati itu hanya untuk seketika sahaja.",ms,ms
"""Kerajaan bersetuju bahawa rumah yang nak dijual itu kita buat sewa dan beli.",ms,ms
Adapun Ombudsman menyebut permohonan status memenuhi kaidah administrasi dengan melaksanakan koordinasi dengan pemerintah pusat sebagaimana diamanatkan dalam PP 21/2020 tentang Pembatasan Sosial Berskala Besar.,id,id
"Sudah pasti, untuk mengelakkan diri dari dijangkiti, anda perlu menge­lakkan diri dari digigit nyamuk.",ms,ms
"Lebih lanjut, mantan perwira menengah intelijen militer Israel itu menjelaskan bahwa senjata biologi ini termasuk dalam bagian riset militer yang bersifat sangat rahasia dan tertutup.",id,id
Kali ini tentang kecepatan Pedrosa selama menjadi pembalap.,id,id
"Ahmad yang juga Timbalan Menteri Perdagangan Antarabangsa dan Industri berkata, penganjuran karnival dua hari itu membuktikan kerjasama yang baik kerana turut melibatkan Kumpulan Sokongan Ibu Bapa (KSIB ) dan Penglibatan Ibu Bapa Komuniti (PIBK).",ms,ms
"Di balik semua itu, menjadi pramugari ternyata butuh perjuangan.",id,id
"Di laman sosial Twitter, ada penduduk negara ini menggesa kerajaan mereka melakukan sesi dialog bersama Trump bagi memastikan hubungan Mexico-AS AS tidak retak.",ms,ms
"ID - Raja Salman dari Arab Saudi memberikan pesan Idul Fitri di tengah wabah virus corona, di mana kesehatan dan keamanan warga jadi perhatiannya.",id,id
Cara kita mengadili tragedi keganasan di Barat dan negara Arab juga berbeza.,ms,ms
"Ahad, 14 Ogos 2016 - 12:46AMEPL: Keputusan 6 aksi EPL malam tadi LONDON: Berikut keputusan perlawanan Liga Perdana Inggeris yang berakhir sebentar sebentar tadi.",ms,ms
"Finland begitu terkenal dengan landskap liar dan tradisi rekaan yang hebat, adalah tempat lahir semula jadi koleksi Suunto Essential yang mengadun elemen lasak dengan kelicinan, landskap liar dengan kesempurnaan buatan manusia.",ms,ms
"""Kebanyakan cenderung menunggu pada saat penegakan hukum saja.",id,id
"Mereka hanya akan mengikut hukum yang memenuhi keinginan dan kehendak mereka, dan meninggalkan hukum yang tidak memenuhi keperluan mereka.",ms,ms
"""Roy Suryo laporan sudah masuk.",id,id
"Beliau tu­rut me­nyedari seni instalasi masih baharu di negara ini, namun tetap yakin masyarakat akan menerimanya satu hari nanti.",ms,ms
Pepatah tersebut sesuai digunakan bagi menggambarkan mereka yang sentiasa berani meneroka peluang baharu untuk mengembangkan perniagaan.,ms,ms
"Menurutnya, antara syarikat yang menawarkan pe­luang pekerjaan termasuk Ranhill Water Services, First Engineering Sdn.",ms,ms
Masjid Jami Banjarmasin masih belum memutuskan apakah akan menggelar salat tarawih.,id,id
Kesibukan itu juga menyebabkan saya bukanlah seorang yang gemar mengembara seperti instafamous-instafamous yang lain.,ms,ms
Sebab para juri menyatakan perolehan poin Jones dan Tyson sama alias imbang.,id,id
"Untuk itu, kemungkinan akan ada permintaan keterangan dari Ulum lagi nantinya.",id,id
"""Banyak kelompok anti-tes datang dari orang-orang yang memperdebatkan satu dari dua hal: antara ""kondisi ini tidak benar-benar terjadi"" dan ""mengapa harus dites kalau tidak perlu?""",id,id
"Versi lain yang dikutip SOHR, militer kehilangan lebih dari 30 prajuritnya dalam pertempuran sengit ini.",id,id
Mereka mengeluhkan akses penghubung berupa jembatan yang hingga kini belum tersedia.,id,id
Kesihatan amat penting bagi pekerja supaya mereka dapat menyumbang kepada produktiviti serta peningkatan kualiti yang diharapkan oleh majikan.,ms,ms
"Rakyat kena faham keseimbangan draf Bajet 201521 Ogos 2014 - 2:05 PM Dalam merangka Bajet 2015, pandangan rakyat dianggap sangat penting kerana sebahagian besar rakyatlah yang akan menerima kesan baik atau buruknya.",ms,ms
"Menurut Ruzilan, selain operasi mencari dan menyelamat (SAR) oleh pihak polis, pelbagai usaha dijalankan termasuk kaedah perubatan Islam bagi menjejaki guru besar di Sekolah Kebangsaan Taman Keramat Satu itu namun sebarang petunjuk gagal dikesan.",ms,ms
"""Kita sekarang memperluas lagi pencarian jejak ini di daerah desa Babakan, Pasir Madam dan daerah Pasar Rebo.",id,id
"""Sebenarnya tidak salah bawa anak ke masjid untuk mendidik mereka tetapi perlu ada kawalan daripada ibu bapa.",ms,ms
"Diungkapkan Fare, akad nikah dilangsungkan sekitar pukul 09.00 dan hanya dihadiri oleh keluarga inti dari kedua belah pihak.",id,id
"Mengulas lanjut, Pengerusi Persatuan Penduduk Lembah Keramat,berkata, orang Melayu tidak perlu mengkhianati bangsa sendiri dan berwaspada terhadap pihak-pihak yang ingin mengambil kesempatan.",ms,ms
"Skor 1,88 berada di Kebumen (Jawa Tengah), Karawang (Jawa Barat), dan Kota Sabang (Aceh).",id,id
"“Kalau dahulu, kita fokuskan kepada jarak kayuhan.",ms,ms
""" Kalau saya monopoli tahun lalu waktu beli ATK dan Laptop itu saya tidak akan minta dia (Ince) yang beli di Soe.",id,id
"Dia memaparkan, bahwa dalam menggelar kompetisi ada beberapa elemen penting untuk dijalankan.",id,id
Umum mengetahui bahawa menopaus dianggap sebagai ‘penderitaan dalam senyap’ yang akan mengganggu kualiti hidup seseorang wanita.,ms,ms
Bahkan pohon dan batu pun akan ikut membantu umat Islam dalam menumpas mereka.,id,ms
Belia ialah golongan yang berada di dalam lingkungan umur lima belas tahun hingga empat puluh tahun.,ms,ms
Semua ini menjejaskan hasil padi dan mutu padi yang dijual oleh petani juga terjejas.,ms,ms
"Pembalap asal Italia itu akan memimpin start setelah merebut pole position dengan catatan waktu lap terbaik 1 menit 38,798 detik.",id,id
"Berikutnya, masing-masing satu orang di Kecamatan Pedan yakni S, 54, dan berstatus meninggal dunia.",id,id
"Para pemain Chelsea saat ini juga patut berbangga, sebab manajer mereka Frank Lampard ada dalam laga itu.",id,id
"Beliau ada berpesan, ""Abang nak ingatkan ahli-ahli UMNO supaya menghayati perjuangan, sebab bila kita menghayati perjuangan UMNO, kita akan terima kasih dan sayang akan parti kita, dalam apa keadaan pun, kita tidak akan mengkhianati parti.",ms,ms
"Beliau berkata demikian dalam sidang akhbar selepas merasmikan Karnival Jelajah Agropreneur Muda dan Penyampaian Bantuan Rakyat 1Malaysia (BR1M) Parlimen Rompin di Bandar Tun Razak, di sini hari ini.",ms,ms
"""Memang suasana Idul Fitri tahun ini, berbeda dengan tahun-tahun sebelumnya, demi kebaikan kita semua.",id,id
"""Saya menghimbau kepada selurug Kepala OPD agar dapat menjadi contoh bagi para bawahannya demi terciptanya Pekerjaan yang nyaman dan semangat.""",id,id
Jadi kita perlu membesarkannya dan disebabkan itu juga kandungan daripada buku atau yang boleh dibukukan adalah lebih relevan.,ms,ms
"Difahamkan, kejadian itu berpun­ca selepas mangsa dipercayai me­ngambil gambar salah seorang pelajar perempuan tanpa kebenaran.",ms,ms
"Tidak ada dari mereka yang mencoba menjatuhkan lawan ke tanah,” ucap Donaldson.",id,id
"Bagi orang yang sakit kepala, biasanya berlaku kepada orang yang kuat minum kopi atau teh, merokok dan kurang tidur.",ms,ms
"Oleh itu, semua perokok sama ada tegar, biasa atau sosial perlu menghentikan segera tabiat buruk tersebut.",ms,ms
"Suasana registrasi mahasiswa baru Universitas Padjadjaran jalur SBMPTN di Graha Sanusi Hardjadinata, Jalan Dipati Ukur No. 35, Bandung, Selasa (7/8/2018).",id,id
1. Bertindak selaku Ketua Cawangan dan bertanggungjawab membantu Ketua Bahagian dalam merancang projek Bahagian & Cawangan dan menyediakan kertas kerja mengenainya.,ms,ms
"Persidangan dua hari itu menghimpunkan 2,800 akauntan daripada pelbagai sektor antaranya ahli akademik, sektor awam dan swasta yang mewakili organisasi tempatan dan luar negara.",ms,ms
"Sementara itu, seorang pengemudi ojek online juga menderita luka tembak di bagian jempol kaki kanan.",id,id
"Tetapi malangnya, perkara itu tidak berlaku di liga kita.",ms,ms
"Warga membersihkan rumah yang rusak akibat terendam banjir di Rancaekek, Kabupaten Bandung, Jawa Barat, Sabtu (29/2/2020).",id,id
"FBI, DNI yakin Rusia ‘dalangi’ kemenangan Trump­ WASHINGTON 17 Dis.",ms,ms
Para sopir bus tetap nekat masuk terminal melalui pintu keluar terminal dengan cara menggeser road barrier yang menghalangi.,id,id
"Air yang masuk itu dipercayai daripada terusan yang gagal mengalir menerusi terowong tebatan banjir lalu melimpah ke rumah penduduk,” katanya ketika ditemui.",ms,ms
"Katanya, teras penyatuan umat Islam yang paling utama adalah pegangan kita terhadap akidah ahli sunnah wal jamaah dan kedaulatan institusi Raja-Raja Melayu sebagai ketua agama Islam.",ms,ms
"Pada 2010, menurut Pertubuhan Kesihatan Sedunia (WHO) sebanyak 22,701 jumlah kematian dicatatkan membabitkan penyakit jantung koronari.",ms,ms
"Mana-mana individu, terutamanya belia dan peminat seni kreatif adalah dijemput untuk menghadiri seminar dan kelas.",ms,ms
Dia tidak ingin Indonesia hanya menjadi tuan rumah saja dalam penyelenggaraan tersebut.,id,id
"Vardy, yang mana pasukannya terselamat daripada menjadi mangsa penyingkiran musim lepas, berkata: “Satu perasaan yang sukar untuk digambarkan, saya tidak pernah berdepan situasi sebegini.”",ms,ms
"""Dia baik banget, walaupun bisa dihitung jari ketemunya.",id,id
"Kalau di Eropah saya dapat tahu saya dinafikan hak, saya boleh menyaman majikan.",ms,ms
"Pasti awalnya sakit, nyeri-nyeri.",id,id
"Namun demikian, kata Saleh, pemerintah juga harus melakukan pengujian terhadap obat yang didapat.",id,id
"Dewi mengatakan sebelumnya ada 35 zona dengan risiko tinggi, namun dalam satu pekan bertambah menjadi 53 zona dengan risiko tinggi.",id,id
Kombes Pol Sihar M. Manurung menambahkan sepekan yang lalu Satuan Polres Bangka Selatan telah melakukan sosialisasi kepada penambang dan masyarakat untuk tak melakukan aktivitas di Laut Sukadamai.,id,id
"Kadir berangkat ke Persidangan Pemikiran dan Tamadun Islam Dunia 2016 di Ipoh, Perak, semalam.",ms,ms
"Bagi peminat setia Spring, malam ini Ameng menghadiahkan sesuatu apabila bakal menyanyikan dua lagu popular daripada kumpulan yang disertainya itu berjudul Bougenvilla dan Romantis.",ms,ms
"Majlis penyerahan saguhati kepada 389 nelayan serta penternak kupang dan ikan sangkar bagi kawasan Tebrau itu disempurnakan Ahli Dewan Undangan Negeri (ADUN) Tiram, Datuk Maulizan Bujang dan disaksikan Pengarah Perikanan negeri, Munir Mohd.",ms,ms
"Dayot Upamecano, Mengapa Banyak Klub Top Eropa Membidiknya?",id,id
"Ya, dia langsung kirim pesan lewat DM Instagram si penjual dan bisa dilihat di sana kalau namanya adalah Manda.",id,id
Pintu terus diketuk oleh saksi mata.,id,id
"Setakat ini, kami sedar kerajaan hanya menipu,” katanya.",ms,ms
Dia sering tampil dengan fashion item merek Hermes di berbagai kesempatan.,id,id
Founder Pustaka Bergerak Nirwan Ahmada Arsuka mengatakan siap mengajak masyarakat untuk berperan aktif dalam program tersebut.,id,id
"Firman Allah Subhanahu Wata'ala dalam Surah Ash-Shaff ayat 10 – 11 : ""Wahai orang-orang yang beriman!",ms,ms
"Pada masa itu juga katanya, peluang pekerjaan seperti pengawas hutan dan pengawai penyelidik yang ditawarkan tidak begitu mendapat sambutan.",ms,ms
"Misalnya, orang tahu Kabir Bhatia adalah pengarah yang ada kualiti, tak perlu kita pertikai.",ms,ms
"Saat malam penembakan, kata Nasrun, Anjas sedang bersama temannya.",id,id
"Masalah timbul di Arizona, Florida, North Carolina, Ohio, Pennsylvania, Virginia dan beberapa buah negeri yang menjadi medan pertempuran utama dalam pemilihan kali ini.",ms,id
"Baginya, mungkin pihak yang sebelum ini telah mencuba sehabis baik.",ms,ms
"Mengakui kehidupan kini dibelenggu kemiskinan ekoran peningkatan kos sara hidup, selain harga getah yang rendah, Hasmiza memberitahu, pendapatannya sebagai penoreh getah adakalanya tidak cukup untuk memberi barangan dapur.",ms,ms
C. Pembekal adalah dikehendaki membayar semua yuran dokumen dan bayaran tawaran seperti yang diiklankan.,ms,ms
"Sudah cukup cair untuk difahami oleh pendengar tempatan, kata Loque, dia mengambil inspirasi untuk menghasilkan Ringgit berdasarkan pengamatannya terhadap kehidupan setiap manusia.",ms,ms
“Pertandingan sempena sam­­butan Hari Kebangsaan ini ha­nya melibatkan penyertaan mereka yang belum berpengalaman dalam kegiatan ini dan latihan hanya diberi selama lima minit sebelum perlawanan bermula.,ms,ms
"Terapkan Protokol Kesehatan, Jalur Sumbar-Riau Kembali Dibuka HARIANHALUAN.",id,id
“Saya berharap UMNO hari ini dan ahli-ahli yang akan datang terutama generasi muda berpegang teguh kepada nilai kesetiaan.,ms,ms
"""Mereka yang bersalah kerana mendera kanak-kanak perlu dihukum dengan serius.",ms,ms
Meski masuk kategori mobil seken bukan berarti kondisinya juga kurang bagus.,id,id
"""Saya hanya senang bahwa ini masih berjalan, kami sebagai atlet perlu mengingat bahwa kami beruntung Olimpiade tidak dibatalkan dan hanya ditunda.",id,id
"Menurut Cole, Man United 1999 adalah tim terbaik karena mampu meraih treble winner.",id,id
Ini adalah kerana komposisi utama sisa pepejal negara ini adalah merupakan sisa organik/sisa makanan (45%) yang memerlukan fasiliti khas (anaerobic digestor) untuk merawatnya.,ms,ms
"Jika wanita yang kita bincangkan itu seperti Tan Sri Rafidah Aziz, maka tidak timbul dan tiada siapa mahu mempersoalkan keupayaan dan kebolehannya.",ms,ms
Ramalan shio seseorang ditentukan berdasarkan siklus 12 tahun.,id,ms
"Pengendali kelahiran Itali itu dikatakan turut menimbang kemungkinan penjualan Loic Remy dan kepulangan semula Radamel Falcao ke kelab lamanya, Monaco.",ms,ms
